avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctOtherRace,PctMarriedHouseholds,BirthRate
60,25,161.7,461.2,42745,8543,14.9,47.6,45.9,49,2.24,61.4,14.8,32.1,37.2,13.3,63.2,3.3,70.1,50,35.9,36.2,15.8,87.52921926,0.070126227,0.607760636,54.79009688,6.866666667
1962.667684,13,164.7,453.5494221,48383,5174,12,43.9,43.2,45.3,2.28,57.4,12.6,42.1,36.8,14.1,63.2,4.1,71.5,51.4,40.8,35.5,15.9,96.81835712,0.23139221,0.55919784,51.17860381,5.273833671
48,16,206.1,548.5,60081,6861,9.1,47.1,47.4,46.8,2.34,59.8,11.9,32.5,29.7,20.4,63.2,7.4,69.9,52.4,47.3,41.2,22.9,94.92232451,9.107977615,0.115074799,58.04384486,3.969883641
1962.667684,7,209.6,453.5494221,45353,1843,11.4,45.7,43.8,49.2,2.48,60.2,32.2,36.5,28.4,17.2,63.2,5.4,74.6,52.7,43.9,32.2,9.2,97.96019901,9.107977615,0.995024876,57.78061224,4.664723032
192,76,173.3,436.9,59089,37035,9.5,42.8,42.3,43.7,2.38,50.3,6,30.5,32,20.5,63.2,5.8,68.2,52.9,46,39.5,22.8,94.8840105,0.960939826,0.297756002,53.44587054,4.669664476
1962.667684,27,162.3,453.5494221,51032,9340,10.8,44.5,43.5,45.8,2.21,57.5,17.6,38.7,38.6,12.6,63.2,3.9,72,54.4,42.4,38.6,19.8,95.9160105,1.637795276,1.375328084,52.02079887,9.56284153
95,38,178.1,477.6,52824,14265,11,43.8,42.6,45,2.37,55.9,20.3,28.7,38.1,13.3,63.2,3.6,72.1,56,46,34.2,17.6,97.63599917,0.055298265,0.235017626,52.80428595,4.095334005
1962.667684,24,169.2,453.5494221,53131,8347,10.9,42.2,41.1,44.1,2.45,62.3,7.7,26.5,33.7,16,63.2,1.9,80.2,57.4,43.3,33.8,12.2,96.71060444,0.605628785,0.201876262,59.69795677,6.744328633
146,57,165.2,463.1,50861,21900,11,44.6,42.9,46.1,2.3,57.8,15.3,37,34.6,14.1,63.2,4.3,75.9,58.2,48.7,33.2,13.4,96.66330553,0.426253552,0.572921441,54.4047619,6.416861827
1962.667684,13,151.2,453.5494221,52744,5975,10.4,42.2,39.5,45.4,2.39,63.8,17.1,36.5,32.9,15.2,63.2,5.3,77.8,60.6,50.8,27.9,11.3,96.80886243,0.297619048,0.413359788,58.52386683,1.470588235
55,17,151.9,482,74047,8853,7.3,45.6,43.8,46.6,2.31,62.8,21.6,41.4,29.7,15.6,63.2,3.2,82.6,64.5,57.5,22.7,6.3,95.85312174,0.046333835,0.150584965,59.18867411,2.630005977
350,140,184.8,456.4,68334,72520,6.9,39.8,38.9,41.7,2.68,55.3,18.3,29.6,33.3,18.4,63.2,5.5,81.4,66.1,60.6,23.4,9,95.34544639,1.986597129,0.133187528,57.5246773,4.243248035
1034,410,184.1,491.8,61923,164801,9.3,43.5,41.4,45.2,2.38,49.7,11.1,29.7,28.6,19.4,63.2,8.2,78.3,50,57.8,29.9,12.6,92.54476897,1.399144025,1.439760424,47.69150052,5.275186191
19,9,156,358.2,42348,2946,12.8,47.6,46.8,50,2,64,62.7,20,41.2,10.2,63.3,0.7,67.1,44.3,32.3,39.8,17,97.46588694,0.032488629,1.983523004,53.1436135,0.363636364
195,78,160.2,419.7,47194,36261,15.6,38.8,37.7,39.5,2.42,51.8,14.4,30.6,30,14.5,63.3,5.5,63.3,50,41.5,34.4,19.7,93.29135318,0.866862938,2.44520772,48.13283633,6.311958841
530,204,183.8,492.9,51947,93671,12.3,39.2,37.7,40.6,2.48,50.6,13.2,33.3,34.9,14.7,63.3,5,70.5,54.4,48.4,33.7,17.2,94.44819929,1.287374079,1.244461609,48.75555434,5.494453173
37,15,150.3,423.8,54556,5619,10.1,47.5,46.2,49.1,2.22,57.5,15.8,33.1,39.1,13.5,63.3,3.4,74.7,55.7,44.2,31.9,12.7,97.1915043,0.912761102,1.000526593,53.40909091,6.001846722
73,32,174.1,456.2,49513,10021,10.8,46.1,44.8,48.1,2.25,59.3,16.2,27.3,39.3,14.9,63.3,4,77.6,57.4,44.8,33.3,13.3,97.9011979,0.702900703,0.316800317,54.53926464,8.116710875
142,53,182.8,485.2,57067,25793,11.2,41.9,40.8,42.7,2.55,56.7,9.4,39.7,28.9,20.2,63.3,4.8,75.7,60.4,52.1,28.2,13.5,89.69862148,4.684599281,2.966386223,55.73352377,4.961767205
84,31,181.9,529,51805,14282,10.1,36.6,35.5,37.8,2.61,52,20,18,34.7,8.1,63.3,3.4,76.3,60.9,54,25.7,11.6,91.62256267,0.793871866,3.189415042,53.87931034,3.0621435
518,191,172.5,449.4,75714,130475,9.2,36.7,35.7,37.8,2.97,56,11.8,40.1,31.7,17.9,63.3,6.2,78.3,62.8,53.8,21.9,9.4,74.25660383,15.97215152,3.81467762,61.33152745,6.051314143
3803,1328,168.7,500.5,77823,627367,6.6,43,41.7,44.2,2.65,55.5,10.9,31.3,30.7,22.8,63.3,7,83.4,67.8,60.4,24.5,9.3,88.99650964,3.859025859,0.964437273,58.12001751,4.681322269
46,16,139,472.7,50919,6414,14,46.5,44.2,48.1,2.27,66,11.2,19.6,33.1,12.8,63.4,1.6,76,58.1,38.1,31,12.2,98.18069689,0.123342584,0.493370336,60.12052464,8.048993876
2809,965,160.2,473.3,53342,636369,15.3,34.8,33.9,35.8,2.63,49.2,13.2,26.7,25.5,21.8,63.4,7.7,72.2,59.5,53.6,29.7,16.4,81.24174818,9.722771005,2.608618834,49.44003503,5.98333118
27,14,187.6,415.7,50155,4769,12,42.6,39.1,45.3,2.52,50.2,25.2,26.3,31.8,16,63.4,0.7,76,60.9,42,27.4,12.1,85.76898532,0.616890023,2.105934907,51.10481586,6.659012629
1962.667684,40,163,453.5494221,54183,18989,10.1,39,38.2,39.6,2.43,56.8,12.6,48,35.2,15.4,63.4,4.6,77,61.2,52,31.6,15.5,93.69888866,2.783602432,0.79157056,56.88737201,6.458604248
542,173,173.2,495.4,63964,152238,10.7,35.1,34.1,35.8,2.99,57.5,14.2,39.2,35.6,15.2,63.4,8.7,72.3,61.4,55,22.6,12.9,78.01085482,17.54613297,1.242876526,61.33374058,4.002336389
1962.667684,56,150.2,453.5494221,63924,32553,9.5,40.4,39.5,41.4,2.55,59.3,14.5,36.6,32.5,16.5,63.4,5.6,81.1,61.6,56,24.5,9.5,95.58247675,1.336882036,0.217205091,56.81528662,6.683134349
112,37,126.7,422,56160,20366,8.9,43.5,42.8,44.6,2.49,57.7,17.6,32,44.2,11.9,63.4,4.7,78.6,62.5,54.2,31.6,13.9,97.10491627,0.31245423,0.488209735,57.66773163,4.802328402
433,180,181.5,423.2,84686,111413,8.6,36.3,35.9,36.8,2.79,53.9,12.5,28.6,30.6,17.6,63.4,4.8,80.2,63.1,53.2,25.2,12.3,79.12401701,14.25365373,0.582954732,57.53732709,5.419453329
89,32,152.3,447.2,61802,17110,8.2,458.4,36.3,40.7,2.46,58.1,4.3,22.7,29.5,18,63.4,3.5,83.4,67.6,55,24.3,9,96.47605601,0.352982704,1.194258148,60.49149338,9.675645959
299,101,154.2,493.5,49569,43017,12,44.2,43,45.9,2.17,51.7,8.9,39.1,31.8,16,63.4,4.4,73.8,50,46.9,37,15.9,95.04151238,1.251121179,0.572663922,46.38557303,5.751533742
269,110,189.7,484.8,52650,45876,8.3,41,39.8,42.2,2.49,58.4,16.5,39.9,43.9,11.6,63.4,5,78.2,50,55.4,30.7,14.2,97.39280187,0.451245831,0.364048569,56.72511405,6.028766704
44,19,179.8,404.1,43344,9516,15,39.1,37.9,39.5,2.44,46.3,17.3,59,24.1,17.4,63.5,7.1,57.2,44.2,33.7,28.8,14.4,92.82062207,0.287601193,0.223689817,43.99577725,2.808716707
9,6,178.8,275.6,49309,3072,13.4,38.3,39.8,37.2,3.07,60.7,19.3,31.3,27.9,16.1,63.5,3.7,61.1,49.7,39.1,24.6,14.2,91.19373777,0.195694716,4.174820613,63.18458418,9.116409537
57,19,159.8,548.4,53905,7028,10.9,45.1,43.5,47.4,2.24,62.8,12.1,32.8,40.1,15.2,63.5,3.7,75,53.9,40,35.5,15.7,97.76552114,0.551548579,0.282845425,56.17542728,9.293394777
60,24,165.8,465.5,49837,9410,12.1,42.2,41.7,42.5,2.39,56.9,20.9,26.2,44,7.9,63.5,3.4,74.4,54.3,44,36.1,15.2,98.25152728,0.326522014,0.105329682,53.52986811,6.748466258
77,26,151.5,426.1,58225,15559,12.3,39,38.2,39.8,2.44,53.2,17.6,41.6,35.6,13.6,63.5,4.3,71.2,57,51.5,27.1,13,91.59412923,1.410508927,1.855263994,51.06417813,5.625
1962.667684,23,147,453.5494221,55352,9600,9.6,41.1,40.3,42.4,2.37,61,14.4,36.7,38.5,15,63.5,3.7,73.8,57.2,44.4,34.2,16.9,96.60148489,0.533305448,0.355536965,56.98651056,11.04133961
67,27,164.9,436.3,51097,11630,12.3,42.5,40.5,43.8,2.2,48.5,11.4,21.5,30.2,18.1,63.5,1.2,75.8,58,48.9,29.7,11.2,87.25574961,0.095106346,0.181566661,43.30143541,2.600671141
20,10,227.6,532.1,47596,2365,10.7,48.3,48.5,48,2.15,51,7.4,50.9,28.7,18.1,63.5,1.9,75.6,58.2,44.2,32.7,14.2,93.29113924,9.107977615,0.5907173,43.96226415,8.208955224
734,247,139.9,418.3,64916,164637,13.1,40,38.7,40.9,2.96,50.2,12,45.5,31.2,17.6,63.5,6.9,72.3,58.5,52.5,31,18.4,34.89180234,0.619160404,0.870927435,50.79961843,6.34729556
111,36,138.4,480,52967,15165,9.6,46.1,45.1,47.3,2.23,60,13.6,22.4,38,14.7,63.5,2.1,80,60.4,48.2,32.9,12.8,97.67670157,0.373036649,0.353403141,54.52922802,6.930346517
11,4,93.8,330.6,67344,2450,8.3,51.7,51,52.3,2.07,64.5,11.2,34.6,34.3,18.6,63.5,0.7,83.4,60.5,43.1,27.2,6,95.67847882,0.475367329,1.983523004,58.37187789,14.4
179,63,157.5,485.3,48658,31587,12.5,37.8,35.5,39.6,2.35,51.9,7.7,20.7,32,14.9,63.5,5.5,75.6,60.6,51.1,27.5,12.1,94.92716748,0.963679155,1.052732015,49.86582478,5.432887856
15,7,205.8,412.8,50361,3211,13.6,35.5,36.2,35.1,3,59,5.4,44.5,23.6,14.2,63.6,4.1,59.5,48.8,45.8,25,12.4,75.46526055,0.093052109,23.6662531,57.63500931,5.007153076
1962.667684,74,169.5,453.5494221,50685,32775,11.8,41.2,40,42.5,2.43,57.5,16.2,35.1,38.6,11.6,63.6,5.8,71.3,53,44.5,37.6,18.8,97.19980584,0.543049572,0.260906498,55.11533853,5.734925549
1962.667684,25,151.9,453.5494221,51028,9875,11.2,43,40.7,45.1,2.33,58.8,15.8,37.9,36.8,12.1,63.6,3.4,74.5,55.1,42,35,15.3,92.58818866,0.455806579,1.397146254,56.38703527,7.744282744
2732,808,146.1,439.6,59858,895823,13.4,414,33.3,35.6,3.12,52.2,17.2,31.8,23.4,23.3,63.6,8.3,65.2,56.4,49.1,21.8,13.8,52.2409495,25.37027166,8.122350838,56.50014415,4.837677143
81,31,161.9,467.7,50788,12097,9.8,44.1,42.7,45.2,2.27,60.7,17.8,32.4,43.2,11.2,63.6,3.8,75.7,56.9,45.4,34.8,15.3,98.08069258,0.547206795,0.187847109,54.17921687,8.382476832
1962.667684,48,151.2,453.5494221,54354,23102,10,42,41.8,42.2,2.48,60.4,20.2,37.2,38.3,13.6,63.6,4.7,75.7,58,49.8,32.6,13.4,97.32802975,0.436681223,0.237796705,57.3795509,6.093113066
2147,713,145.5,429.2,66315,574326,12.5,36.1,35.3,37,2.66,53,14.1,31.7,19,26.1,63.6,7.6,73.3,62.7,56.2,24.6,13.9,77.57321875,1.808849176,5.691015983,53.19678723,5.186880244
1962.667684,20,146.2,453.5494221,55292,9796,14.2,32.7,31.4,33.9,2.55,51.3,5.3,22.9,27.2,20.1,63.6,3.1,84.2,66.5,52.3,27.8,10.3,93.11227101,0.777811892,0.900624296,53.92584515,6.221294363
108,41,195.7,491.5,76206,25515,7.5,36.6,36.3,37.3,2.96,56.6,11.3,43.6,30.3,19,63.6,7.4,83.5,67,55.6,20.9,7.9,76.6373882,17.95211166,0.481289857,61.9525003,6.194544857
104,41,166.7,431.3,54063,23137,14.6,39.4,39.3,39.5,2.66,52.2,15.7,39.9,25.6,21,63.7,5.1,63.2,49.4,36.9,33.2,18.8,87.8192448,0.545078905,6.387093938,51.39821712,3.453598302
236,94,177.9,487.5,50043,36706,12.9,39.4,38.3,40.4,2.37,55.8,16.3,31.9,36.8,13.4,63.7,5.1,72.7,55.3,48.2,30.8,13.7,95.82573179,0.49012934,0.313138189,52.27663799,7.218949743
233,69,129.3,415.5,60658,54688,10.7,38.8,37.6,40,2.38,51,9.2,23.4,19.4,27.3,63.7,5.2,70.6,57.5,42.7,25,12.7,88.57508179,0.379827761,2.37298334,49.65834612,5.222636717
78,30,171.3,492.1,57682,10974,8.4,44,43.1,45.7,2.33,60.3,17,29.7,36.4,13.2,63.7,1.5,79.4,60.4,48.7,33.2,13.9,97.08799135,0.64911648,0.4056978,56.73015194,6.274509804
109,37,164.9,509.9,65971,16387,7.4,43.3,42.4,44.3,2.47,62.9,17.4,31.1,34.7,17.9,63.7,6.3,82.3,64.7,56.7,29.1,11.4,97.40527433,0.412246135,0.139436193,62.10684725,6.54640675
1931,592,133.4,399,88516,716087,8.8,35.5,34.6,36.3,3.17,58.7,15.2,28.8,17.5,28,63.7,5.1,74,66.2,60,17.3,9.8,52.50671775,20.84468147,5.415664764,65.81954333,5.338507619
875,288,154.8,452.9,69432,208713,9.6,37.9,37.2,38.6,2.66,57.4,13.1,27.8,21.4,26.9,63.7,5.5,80.5,67.4,58.5,21.5,9.5,81.3079153,11.76239375,3.332678229,58.76956073,4.49704142
748,187,129.9,480.8,86413,212438,6.3,38,37.3,38.4,3.14,62.6,19.3,30.2,19.3,31.1,63.7,6.2,79.6,69.9,61.5,16.8,8.1,84.90389123,2.905684992,1.704580199,70.02327635,5.246691229
14,5,166.8,448.3,62875,2308,8.3,36.5,34.3,38.8,2.25,60.5,23,30.5,30.8,14.1,63.7,2.3,79.6,50,47.3,22.4,6.2,97.87137681,0.045289855,0.452898551,50.30612245,6.75
18,7,158.3,460.2,50896,2733,10.8,41.8,39.4,44,2.24,61.6,23,33.5,37.1,12,63.7,1.9,77.9,40,40.7,29.7,10.6,93.40417735,0.403078051,1.72224258,55.1426102,10.62992126
27,8,129.1,448,50698,5610,12.7,36.4,36.8,36,2.78,60.8,36,31.6,29.6,15.1,63.8,2.3,65.3,52,43.7,27.1,16.1,94.35150207,0.125921928,3.184025904,60.59837728,6.825657895
1962.667684,91,160.9,453.5494221,52298,37075,9.6,44.1,42.4,45.9,2.32,59.8,11.5,25.3,29.9,17.8,63.8,4.5,77.9,56.8,46.3,35.2,14.1,97.72255598,0.576187875,0.174767886,56.35323607,6.190278355
1190,389,151.2,480.9,73413,183603,7.7,46,44.8,47.1,2.46,53.8,11.7,33.4,29.3,19.5,63.8,7.1,75.8,48,54.2,30.7,15.5,93.51382686,1.517412401,1.281776022,53.68635766,3.812301967
74,23,137.9,402.1,58487,16510,9.4,49.4,49.7,49,2.2,59.2,16.9,41.4,25.5,20.4,63.8,5.6,71.8,48,45.9,28.1,15.2,95.8860955,9.107977615,0.148248811,53.94179533,4.06824147
1060,384,142.2,404.1,60577,279955,9.1,34.7,33.9,35.7,2.74,56.6,8.8,24.3,28.9,20.9,63.8,6.1,80.2,50,59.2,25.6,11.9,90.07563997,1.635082889,2.913566868,61.39920858,5.371555803
49,19,147.8,412.7,51434,8585,9.7,44.6,42.9,45.8,2.34,54.1,29.1,44.1,36.1,16.5,63.8,3.6,76.9,50,46.5,30.5,12.2,97.36046512,0.046511628,1.802325581,48.39682105,6.819672131
232,84,170.9,480.5,54441,43011,11.4,38.2,37.1,39.2,2.59,56.3,15.7,32.9,35,13.5,63.9,4.6,74.9,54.7,49.4,33.6,15.6,91.93950551,1.547316664,2.395544474,55.22178036,6.572520705
80,29,138.5,446.8,55637,11927,9.6,46.6,45.3,47.4,2.32,57.3,14.4,26.3,36.8,16.1,63.9,2.9,75.2,54.8,43.7,35.4,14.6,96.07238159,0.19179453,1.692795197,53.55309909,3.811252269
1962.667684,78,184.4,453.5494221,50175,31533,12.7,38.9,36.9,41.5,2.37,52.8,14.9,26.5,31.1,16.3,63.9,4.6,72.5,56.1,46.4,34.5,17.9,92.85193521,1.157003836,1.534218785,51.04928083,7.867590454
1962.667684,903,166.5,453.5494221,55070,538133,16.5,34.6,33.5,35.7,2.47,44,12.7,25,21.9,24.4,63.9,7.1,68.8,56.4,50.6,33.6,20.5,69.12483812,11.1467148,1.869888948,41.77378576,6.13624584
1015,377,182.9,487.3,51340,240098,15.1,34,33,35,2.55,44.6,15.2,24.7,28.7,20.8,63.9,6.3,67.8,57.1,47.9,26.3,15.6,69.85518375,25.68428591,0.634568679,43.47659981,5.986172971
1962.667684,17,146.8,453.5494221,48449,5771,10.2,46.5,45.1,48.4,2.25,59.1,17.9,31.6,40.5,15.8,63.9,2.8,78.6,58.2,45,33.7,12.2,97.2107438,0.378787879,1.136363636,54.22507008,5.539070228
389,157,185.3,456.6,65485,83199,7.7,40.1,39.1,41,2.72,57.4,14.6,35,30.5,18.4,63.9,5.2,75.7,61.5,55.1,24.2,11.3,91.18760757,4.445537251,0.858126383,60.09506026,5.175688509
406,153,175.2,444.5,92446,90595,7.2,40.6,39.8,41.7,2.87,52.7,8.1,38.4,31.5,17.4,63.9,7.6,82.1,66.2,58.4,24.3,11,81.8696318,12.7072375,0.489380119,57.54132563,3.454078056
570,170,157.1,511.8,94334,99042,6.3,42.8,41.6,44,2.84,57.4,8,24.7,27.3,21.8,63.9,6.8,81.9,68.1,62.9,22.5,8.8,90.12443712,2.296759408,2.52191219,63.06541508,4.066933111
340,117,152.5,451.8,52128,96021,19.5,25.9,24.8,27.7,2.35,41.5,1.6,11.4,18.8,27.3,63.9,5.5,86.7,73.3,62.5,18.7,7.8,88.01957558,2.429850619,0.338725878,44.69791928,3.565762635
6894,2471,164.3,441.1,58127,1982498,15.2,34,33,34.8,2.81,49.4,16.2,31.6,23.8,20.6,63.9,6.9,62.7,50,47.5,25.1,16.4,70.64187167,15.42068376,5.383734669,49.65468721,5.979489664
1962.667684,106,161.6,453.5494221,60869,46435,9.6,43,41.3,44.4,2.42,55.8,14.8,36.9,33,16.8,63.9,5.3,77.2,50,51.6,31.3,13.9,95.17001962,1.11262048,0.280311361,54.15846326,6.13624545
9,3,130.6,349.8,43132,1683,15.4,51.2,51.1,51.3,2.31,66.3,8.8,65.7,45.9,15.6,64,0.8,83.4,58.2,41.3,30.7,7.4,94.67592593,9.107977615,1.983523004,64.99321574,8.620689655
1962.667684,4,178.7,453.5494221,70535,2016,9.8,43.9,44.9,42.6,2.17,64.7,48.1,19.2,35.8,14.2,64,4.7,76.4,63.3,52.6,18.6,2.6,95.80587178,0.119832235,1.437986818,56.06258149,2.412868633
2947,1007,176.4,490.7,75176,687263,8.1,36.6,35.7,37.5,3.02,54.7,13,33.8,27,21.2,64,7.8,77.6,67.1,61.8,23.2,13.3,74.80624858,11.08706935,6.280455266,60.70604543,5.115003933
4749,1672,161.8,490.8,79576,819264,7.1,41.1,39.5,42.5,2.57,53.9,11.4,28.8,24.8,26.3,64,6.4,83.4,68.4,60,24.3,9.6,80.69633566,8.869576983,1.096350419,55.17681595,4.502231194
822,281,176.4,493.1,82048,143673,6.2,43.4,42.5,44.2,2.67,55.9,12.2,28,31,23.2,64,8.2,80.9,68.4,63.4,22.2,9.8,93.33721647,2.111971493,1.045706846,59.78569177,4.625184917
731,210,145.1,496.3,103876,125488,4.7,45,43.5,46.1,2.6,57.7,16.6,29.8,22.7,29.3,64,5.9,87.5,73.3,67.5,20.5,7.1,91.06217822,2.581386139,1.268910891,62.07381821,4.22223833
11,4,187.3,502.1,46051,1381,15,52,49.8,53.4,1.94,59.4,6,23.3,41.7,14.1,64.1,1.7,70.1,50.7,25.6,31.4,11.4,95.64596717,0.713775874,0.713775874,52.60869565,3.361344538
73,31,173.4,431.6,44905,12469,12.8,40.6,39.7,41.5,2.3,51.2,21.8,26.1,40,11.5,64.1,5.4,71.4,51.6,43.1,37.4,16.8,97.36779324,0.986083499,0.007952286,47.6859659,7.681053402
208,77,180.1,506.6,52578,34371,11.8,38.9,36.7,41,2.54,54.1,14.3,31.3,36.4,14.7,64.1,5.4,73.4,56,47,34.4,17.4,97.78049633,0.340789934,0.562157754,54.01350338,4.731034483
76,31,173.1,479.1,52376,11099,10.3,42.8,41.1,43.9,2.07,58,12.1,15.5,31.3,19.4,64.1,2.4,81.6,62.4,46.2,27.5,8.9,94.51203028,0.937190232,0.765972785,51.52294304,8.043956044
3648,1186,140,447,100806,765135,7.5,39.5,38.2,40.8,2.85,51.9,11.7,25.5,16.5,27.1,64.1,6.7,76,63.8,55.7,25.8,13.2,54.97635332,2.596259538,9.447451755,53.65425415,5.015576324
190,62,153.4,487.6,73684,33879,5.1,42.1,40.5,43.2,2.62,62.2,11,28.6,33.7,18.9,64.1,5.2,83.4,67.5,61.7,25.2,11.3,97.71609171,0.3399028,0.032797639,64.51689109,5.213333333
463,173,158.9,420.1,44716,114181,15.8,34.8,33.9,35.7,2.33,45.2,9.3,26.4,22.7,25.4,64.1,8.2,69.4,48,46.3,26.9,14.3,92.21995963,0.456388547,0.197381348,43.36607756,3.76216968
538,230,190.1,436.4,55555,159436,12.8,30.7,29.8,31.8,2.91,49.1,20.9,37.2,28.7,10.6,64.1,5.2,57.7,40,44.6,25.3,15.8,85.33468845,4.247210094,6.015766564,48.81261304,10.58379177
36,15,168.3,447.2,52601,5797,10.7,41.9,41.1,42.5,2.51,58.1,14.3,36.8,38.6,12.6,64.2,4.5,72.8,54.8,46.7,30.3,13.7,95.56767815,0.39209001,2.523013979,55.57483731,7.055749129
50,19,128.3,370.9,56047,9125,9.1,43.6,43.3,44,2.41,61.3,20.8,33.2,38.9,14.3,64.2,3.3,74.1,57,44.6,31.5,15.7,96.00132188,0.033046927,2.159065874,57.39389024,7.272727273
19,8,130.6,348.6,51201,3348,10,48.8,47.6,51.1,2.19,58.9,21,30.4,33.6,17,64.2,1.7,79.3,58.8,36.3,32,9.9,98.81481481,9.107977615,1.983523004,53.31125828,3.64298725
455,151,170,484.5,67299,119455,13.7,34.8,33.8,35.8,2.84,54.4,14.4,36.2,34.6,18.9,64.2,6.4,71.5,61.9,56.8,25.1,15.4,74.24044345,21.88376998,0.442747825,56.52954375,6.260702788
2676,977,176,468.1,86654,564195,6.7,38.4,36.8,39.7,2.66,51.7,11.8,29.1,25,22.5,64.2,5.9,81.6,63.7,55,25.1,10.9,74.72536378,15.87127215,2.151166979,53.20651532,5.291115354
1302,450,169.9,485.5,79403,250290,8,40.1,38.6,41.3,2.69,54.7,9.1,35.9,28.1,20.2,64.2,6.4,81.9,64.7,56,26.9,11.9,80.04426307,13.33836749,1.182490782,56.59293338,6.156408818
1557,496,165,497,72972,335687,8.3,38.2,36.9,39.3,2.78,52.6,10.9,32,24.1,22.9,64.2,6.8,79.6,65.1,57.5,22.4,10,68.72531812,22.71494564,1.998317976,55.39611463,4.829985959
1021,339,154.9,488.8,76365,164063,7.9,44.2,43.1,45.5,2.4,52.2,9.2,31,26.8,22.2,64.2,6,80.1,65.4,59.3,27.2,12.7,88.98798172,5.07553053,0.931190022,52.46457038,4.041212898
572,239,186.7,420.5,86703,156118,7.2,37.7,36.2,38.9,2.84,50,11.5,35.7,32.2,17.2,64.2,6.3,82.3,66.1,57.3,24.3,11.3,48.40069654,42.24570224,0.955785119,52.66592692,4.693221178
2075,706,156.6,446.2,72131,530847,10.7,35.9,35,36.8,3.01,54.3,18.4,31.2,23.5,20.4,64.3,7.6,68.4,58.7,53.5,28.2,18.3,72.70493021,5.545204101,15.53194408,58.70105926,5.683202717
646,281,193.9,428.8,58479,173323,10.1,36,34.8,37,2.8,52.3,18.1,27.7,29.9,15.7,64.3,7.6,72.7,59.6,53.5,25.1,12.5,71.44840022,23.86319149,1.023809806,53.63939343,4.636235598
643,227,177.6,502.6,58577,126825,11.8,37.2,36.1,38.3,2.48,46.8,6.1,23.5,28,21.1,64.3,6.5,74.8,61,54.5,26.2,12.4,93.39362832,0.957907929,0.395935277,49.94167427,3.681800261
659,238,166.9,481.7,55335,115569,9.1,41.3,40.1,42.6,2.4,55.6,13.7,37,36.7,16.1,64.3,5.8,76.8,61.4,56.1,30.2,14.3,90.18971413,1.426761321,1.116067554,53.57915248,5.012640228
1962.667684,14,161.6,453.5494221,43100,5983,16.2,38.4,39.4,36.8,2.14,54.2,25.6,10.1,33.3,9.8,64.3,4,65.3,46.2,39.5,36.7,19.8,92.76511397,1.437066402,3.766105055,43.57501795,7.904411765
50,23,173.5,409.2,54137,9296,9.5,42,40.1,44.6,2.4,60.3,19.2,28.6,33,16.9,64.4,1.7,77.2,58.7,47.5,29.5,11.6,97.08116319,0.151909722,0.401475694,57.53755365,2.548476454
1962.667684,40,141.8,453.5494221,59900,18773,8.4,45,43.6,46.4,2.35,58.1,11.8,30.3,34.3,14.9,64.4,4.9,76.7,58.9,50.6,34.2,15,97.24643844,0.302998086,0.154156921,55.63023079,3.366021733
45,15,165.5,577,51837,4990,10.1,46,45.1,47.1,2.18,64.2,8.5,36.8,37.4,17.4,64.4,2,80,59.5,46.9,29.9,11.3,96.18171138,0.607009986,1.116115136,56.37319317,6.58436214
79,33,172.2,434.2,62230,15753,8.8,40.5,39.4,41.5,2.48,60.7,20.2,18.5,38.9,16.4,64.4,5.7,80.4,63.7,55.5,28.1,12.1,97.43032473,0.581692662,0.204551266,58.52208835,4.930617065
1962.667684,10,148.2,453.5494221,59773,5806,9.7,34.9,34.3,37,2.84,68,38.7,29,35.6,12.7,64.4,3,69.7,48,45.1,25.2,11.8,84.85793486,0.554400554,12.21413721,71.40009965,4.250386399
2812,1119,190.8,472.2,48195,678889,19.9,34.2,33.5,34.9,2.41,40.5,10.8,27.5,24.1,23.6,64.5,7.2,64.3,54.1,46.5,29.1,18.5,62.43709245,27.59109256,3.999507977,37.31146697,5.788303646
158,61,152,411.3,55354,29228,10.8,43.6,42.3,44.6,2.38,56.3,12.4,29.1,28.5,17.5,64.5,3.8,71.4,54.9,44.4,30.5,13.1,94.78005865,0.814214249,1.28687252,54.58467264,5.701401192
1962.667684,50,152.7,453.5494221,52444,20834,11.6,43,41.7,44.4,2.4,59.1,21.7,31.1,35.7,13.8,64.5,4.3,74.8,56.1,46.5,33.2,14.3,98.26320587,0.407810776,0.196708727,55.92544836,5.655206776
24,12,165,403.1,52711,3687,10.2,47.1,47.3,46.9,2.16,56.5,17.6,52,30.4,17.8,64.5,2.7,76.9,57.6,41.9,31.8,12.9,92.75482094,0.055096419,1.267217631,49.84746797,3.617945007
1962.667684,27,191.5,453.5494221,67423,17019,10.7,35.3,34.9,35.4,2.74,51.6,31.9,40.2,37.4,8.8,64.5,7.8,69.4,59.2,53.9,20.6,11.6,87.06275268,0.451163063,4.371008379,51.35794438,5.517423442
