YEAR,ADLT_MOR,ALCO,HEPT-B,BMI,POLIO,TOT_EXPD,DIPTR,HIV/AIDS,POPLN,THIN_1_19,THIN_5_9,ICOR,SCH,LIFE_EXP
2009,172,2.88,44,72,45,5.4,49,0.1,184826,0.2,0.2,0.691,12.9,76
2004,148,4.26,89,49.8,89,5.37,89,0.1,42724163,2.4,2.2,0.658,11.3,72.8
2006,152,0.01,86,13,95,2.8,94,0.1,1453684,19.7,2.3,0.506,8.4,68.2
2004,247,12.05,99,56.2,99,6.59,99,0.1,973146,2.4,2.5,0.703,14.1,68.2
2003,154,0.55,51,43.6,79,6.56,77,0.1,82341,3,3,0.659,10.8,67.8
2008,147,0.01,96,14,96,2.85,96,0.1,14885814,19.3,19.9,0.52,8.6,69.1
2014,141,2.37,99,22.7,99,3.5,99,0.1,2771,15.2,15,0.76,14,74.7
2001,21,10.2,95,57.2,97,6.26,95,0.1,347818,3.3,3.3,0.757,14.7,71.2
2014,58,0.01,96,66,97,9.3,97,0.1,4648882,0.6,0.5,0.877,17.6,82.6
2008,126,0.46,91,51.8,92,4.2,93,0.1,3486715,6,5.9,0.697,12.6,74.1
2002,189,0.05,63,16.7,8,2.27,7,0.1,2175859,11,11.1,0.608,10.6,66.7
2006,161,1,59,45.7,67,3.96,68,0.1,214634,1.6,1.5,0.572,10.6,71
2014,199,0.01,62,58.5,67,5.54,64,0.1,3568,5.3,5.1,0.658,10.1,67.9
2004,218,1.63,99,54.2,96,3.61,95,0.1,818354,4.2,3.9,0.691,13.4,68.1
2004,21,0.32,62,51.9,69,5.61,74,0.1,2631669,5.4,5.2,0.603,9.8,67.2
2007,132,3.99,85,49.7,9,4.31,88,0.1,293356,2,2.1,0.707,11.7,73.5
2005,252,11.01,99,56.7,98,6.89,99,0.1,9663915,2.3,2.5,0.713,14.4,68.1
2003,153,1.79,85,67.8,91,5.9,9,0.1,99789,0.1,0.1,0.683,13.7,72
2007,151,0.01,95,13.5,96,2.8,94,0.1,147139191,19.5,2.1,0.513,8.6,68.6
2002,73,9.84,95,59.6,92,8.39,92,0.1,196514,0.7,0.7,0.902,20.1,79.9
2010,246,0.15,74,21.6,82,5.82,74,0.1,689692,7.1,6.9,0.476,10.5,61.8
2008,146,3.97,12,71.4,54,4.52,26,0.1,183526,0.2,0.2,0.688,12.9,72.5
2007,149,3.85,46,7.9,49,5.25,53,0.1,182286,0.2,0.2,0.682,12.9,72.2
2009,93,4.88,99,27.3,99,5.8,99,0.1,133126,4.4,3.8,0.682,12.2,74.9
2014,19,0.01,99,61.9,99,4.49,99,0.1,88586,4,3.7,0.727,15.2,69.7
2008,181,7.22,94,45.7,94,5.9,94,0.1,36165,3.5,3.4,0.699,12.8,69.6
2006,211,2.06,99,55.9,98,3.84,98,0.1,827411,4.1,3.8,0.695,14,68.5
2013,135,0.01,96,17,96,2.88,96,0.1,157571292,18.3,18.8,0.565,10,71
2008,12,1.37,99,54.7,99,5.63,99,0.1,147336,6.3,6.3,0.701,14.3,74.7
2001,141,2.86,69,47.4,97,5.94,94,0.1,35655,2.1,2.1,0.644,11.1,72.6
2009,144,0.01,97,14.6,97,2.91,97,0.1,1545478,19.1,19.7,0.523,8.4,69.5
2014,11,0.01,95,58.4,95,7.21,95,0.1,39113313,6,5.8,0.741,14.4,75.4
2004,213,0.06,64,18.2,79,2.37,71,0.1,223614649,1.9,1.9,0.624,11,65.3
2002,263,2.43,98,39.8,98,5.81,98,0.1,2443659,2.4,2.5,0.599,10.1,63.8
2003,271,1.31,98,4.5,98,6.18,98,0.1,2469286,2.4,2.5,0.609,10.5,64
2000,274,2.79,93,38.5,94,4.92,94,0.1,2397436,2.6,2.6,0.582,8.9,62.8
2009,281,0.01,63,16.2,63,9.42,63,0.1,284331,18.6,18.7,0.434,8.9,58.6
2009,251,0.17,83,21.1,84,3.82,83,0.1,673252,7.2,7,0.465,10.3,61.3
2001,121,2.76,61,46.5,83,7.82,87,0.1,43864,3,3.1,0.673,11.7,73
2002,134,2.86,91,47.8,96,5.4,94,0.1,333897,2.1,2.1,0.645,10.8,72.6
2003,137,7.62,73,55.7,95,8.22,96,0.1,3839379,1.2,1,0.77,16.4,74.1
2011,167,0.04,74,22.5,75,3.1,74,0.1,174184265,2,2.4,0.525,7.5,65.5
2003,126,5.52,98,48.6,95,7.6,98,0.1,329174,2.2,2.2,0.728,12.8,75.5
2013,121,3.77,87,52.8,87,7.29,87,0.1,15661547,1.3,1.1,0.725,13.4,76
2005,29,0.18,65,52.5,69,4.13,65,0.1,278426,5.4,5.2,0.628,10.1,66.8
2012,137,0.01,94,16.4,94,3.8,94,0.1,15572753,18.5,19,0.557,9.9,77
2012,165,0.04,72,23.2,72,2.76,72,0.1,177911533,19.8,2.2,0.529,7.6,65.7
2013,163,0.04,72,23.9,72,2.7,72,0.1,181712595,19.6,2,0.538,7.7,66
2002,142,2.72,51,47,89,8.72,84,0.1,4357,2.9,3,0.677,11.8,71.7
2009,23,2.31,99,58,99,4.26,99,0.1,851967,4,3.7,0.704,14.5,68.9
2001,266,2.87,95,39.1,95,5.45,95,0.1,2419776,2.5,2.6,0.588,9.4,63.2
2010,2,2.25,99,58.7,99,4.23,99,0.1,85995,4,3.7,0.706,14.6,69.1
2014,162,0.01,72,24.7,72,2.61,72,0.1,185546257,19.4,19.8,0.542,7.8,66.2
2011,14,0.01,96,15.8,96,3.16,96,0.1,153911916,18.7,19.2,0.545,9.4,73
2006,147,4.53,93,51.3,94,6.11,93,0.1,43835722,2.3,2.1,0.669,11.5,73.1
2010,142,0.01,94,15.2,94,3.6,94,0.1,15214912,18.9,19.4,0.535,8.9,69.9
2000,16,0.45,43,44.8,95,4.18,95,0.1,28849621,6.7,6.6,0.519,8,68.6
2013,228,2.93,98,46.7,98,2.12,98,0.1,5366277,3.2,3.3,0.678,10.7,65.4
2012,138,0.01,77,73.8,79,4.51,77,0.1,14951,0.1,0.1,0.717,14.4,73
2014,113,0.41,98,64.8,98,7.45,98,0.1,88936,3.9,3.9,0.737,13.1,74
2005,214,2.02,99,55.1,97,3.61,96,0.1,821817,4.1,3.8,0.699,13.9,68.3
2007,89,12.2,42,58.6,99,1.45,98,0.1,6416229,0.6,0.6,0.873,16.1,89
2010,12,1.28,98,56.5,98,6.54,98,0.1,1639931,6.3,6.3,0.71,14.4,74.8
2010,131,0.49,96,35.3,96,3.99,96,0.1,28112289,8.2,8,0.764,12.8,74.1
2008,98,5.13,88,52.1,92,8.58,91,0.1,3763599,2.8,2.7,0.71,13.1,76
2008,61,7.96,96,59.9,96,8.89,96,0.1,58826731,0.5,0.5,0.866,16.3,81.5
2002,15,0.46,92,46.5,94,5.31,94,0.1,29512368,6.6,6.5,0.54,8.8,69.5
2012,115,0.41,98,63.2,98,8,98,0.1,7992573,3.9,3.9,0.735,12.9,73.7
2011,116,0.43,98,62.4,98,8.39,98,0.1,7574943,3.8,3.9,0.737,13.1,73.6
2001,221,4.54,45,18.3,76,3,79,0.1,79665315,1,9.7,0.622,11.4,66.8
2008,98,1.67,81,62.5,75,8.7,81,0.1,411147,4.7,4.7,0.74,13.1,74.5
2006,81,12.4,83,53.2,83,1.35,83,0.1,8268641,1.7,1.9,0.854,15,79.8
2005,266,0.24,68,19.2,67,4.32,68,0.1,611627,7.5,7.4,0.434,9.7,60
2001,177,4.38,92,25.8,93,3.87,92,0.1,1196287,8,8,0.673,12.2,71.5
2003,132,3.36,48,47.5,74,8.49,75,0.1,431,2.9,3,0.684,11.8,72.7
2001,155,0.46,84,45.7,93,4.44,96,0.1,29181832,6.7,6.5,0.53,8.5,69
2015,263,0.01,65,19.1,6,8.16,65,0.1,33736494,17.2,17.3,0.479,10.1,65
2006,191,0.06,66,19.7,78,2.91,72,0.1,22983822,1.8,1.8,0.632,10.9,67.3
2003,146,1.69,32,15.6,98,3.95,99,0.1,1983,15.4,15.5,0.697,12.7,73.9
2010,86,11.7,65,6.1,99,11.2,99,0.1,6527512,0.6,0.6,0.879,16,81.3
2013,268,0.01,64,18.1,62,8.13,64,0.1,31731688,17.7,17.7,0.47,9.9,59.9
2004,284,1.75,98,41.3,99,5.99,99,0.1,2496832,2.3,2.4,0.621,11.2,64
2014,271,0.01,62,18.6,58,8.18,62,0.1,327582,17.5,17.5,0.476,10,59.9
2009,182,4.94,99,32.4,99,2.64,99,0.1,87298,5.8,6.2,0.739,13.2,72.3
2006,249,0.03,59,53.2,63,3,59,0.1,27697912,5.4,5.1,0.631,10.2,64.7
2013,9,4.12,91,54.7,87,9.46,89,0.1,364999,2.4,2.4,0.735,14.2,77
2006,295,7.08,99,46.8,99,3.73,99,0.1,153884,2.4,2.5,0.747,14.3,65
2004,24,12.1,94,58.1,9,5.67,94,0.1,337775,3.1,3.1,0.792,16.3,71.6
2006,262,0.25,69,19.6,69,4.57,69,0.1,626425,7.4,7.3,0.451,9.9,63
2012,272,0.01,67,17.6,67,8.52,67,0.1,3696958,17.9,18,0.463,9.8,59.5
2014,121,3.82,83,53.5,84,9.16,83,0.1,1593112,1.2,1.1,0.737,14,76
2005,144,9.5,98,55.5,99,6.2,99,0.1,38165445,2.3,2.5,0.797,14.8,75
2010,279,0.01,66,16.7,66,9.2,66,0.1,2883167,18.4,18.4,0.448,9.2,58.8
2004,26,8.81,98,56.6,99,6.51,99,0.1,2263122,2.5,2.6,0.776,15.5,71
2013,162,0.27,92,18,92,5.69,92,0.1,2798531,16.1,16.5,0.545,12.3,69.3
2003,22,11.29,95,57.8,91,6.46,94,0.1,3415213,3.2,3.2,0.78,15.8,71.6
2008,26,1.95,99,57.3,99,3.68,99,0.1,84334,4,3.7,0.7,14.3,68.7
2005,162,0.73,49,44.7,79,7.86,75,0.1,839185,2.9,3,0.675,11.2,68.4
2000,136,1.41,79,43.9,86,4.92,84,0.1,1641848,6.8,6.6,0.588,10,72.6
2014,144,7.32,96,55.3,96,8.32,93,0.1,24213133,2.7,2.7,0.747,15.2,74.8
2005,216,9.92,99,57,99,6.37,99,0.1,2238799,2.5,2.5,0.791,15.9,76
2003,146,0.58,9,47.3,91,5.25,91,0.1,29843937,6.6,6.4,0.551,9.3,69.9
2013,68,11.82,95,56.6,95,11.14,95,0.1,8479375,1.8,2,0.887,15.7,81.1
2010,73,1.83,97,22.1,97,7.93,96,0.1,367,14,14.1,0.653,11.6,76.7
2011,91,5.63,99,29,99,5.3,99,0.1,134413,4.1,3.5,0.7,12.8,75.2
2002,135,1.25,8,45.3,86,4.94,84,0.1,178791,6.6,6.5,0.596,10.2,72.8
2012,194,16.35,97,6.5,98,5.1,98,0.1,9464495,2,2.1,0.793,15.6,71.9
2000,11,3.66,96,45,97,6.26,97,0.1,38927,2.1,2.2,0.656,10.7,72.6
2008,255,0.12,81,2.6,81,5.13,81,0.1,657229,7.2,7.1,0.461,10.2,61
2001,135,1.29,8,44.6,83,4.92,82,0.1,16766899,6.7,6.5,0.589,10.1,72.7
2000,98,4.34,89,45.4,8,7.12,88,0.1,3925443,2.4,2.3,0.702,11.6,77.6
2012,89,5.74,99,3,99,5.26,99,0.1,135695,3.9,3.3,0.703,12.4,75.4
2003,134,1.29,81,46,85,5.12,83,0.1,17415266,6.6,6.4,0.599,10.3,73
2005,127,7.53,88,56.9,95,6.85,98,0.1,39145488,1.1,1,0.78,16.3,74.9
2001,14,4.25,96,46,97,6,97,0.1,36173,2.1,2.1,0.662,10.6,73.6
2008,132,9.54,93,55.8,95,1.5,95,0.1,735222,2.3,2.4,0.749,13.5,74
2004,132,3.81,91,48.4,93,5.5,91,0.1,3612,2,2.1,0.668,10.9,73
2005,138,1.97,99,16.6,99,4.6,99,0.1,19373,15.4,15.5,0.712,12.9,74.2
2014,2,0.01,75,77.1,79,1.21,75,0.1,11458,0.1,0.1,0.597,11.9,66.1
2005,274,2.75,98,42.1,99,5.9,99,0.1,2526446,2.3,2.4,0.637,11.8,64.5
2004,142,0.56,95,48.2,97,5.22,97,0.1,3179285,6.5,6.4,0.561,9.6,72
2009,75,1.59,98,21.2,98,9.22,98,0.1,36,14.1,14.2,0.651,11.8,76.3
2001,69,10.16,89,53.3,97,5.78,97,0.1,96282,0.9,1,0.8,12.4,78.2
2004,195,15.07,9,55.2,95,5.13,94,0.1,136255,2.2,2.3,0.805,15.7,72.3
2012,129,0.53,97,37.4,97,4.1,97,0.1,2917456,7.9,7.7,0.776,12.9,74.5
2014,65,8.1,55,66.4,91,1.45,91,0.1,35544564,0.5,0.5,0.912,15.9,82
2006,185,8.12,99,3.7,99,3.73,99,0.1,846,5.9,6.3,0.728,13.1,72.2
2006,126,1.29,82,58.5,9,5.81,9,0.1,6876345,5,4.8,0.687,11.9,72.8
2002,15,3.73,96,46.9,98,6.3,98,0.1,3511,2,2.1,0.67,10.7,73.3
2006,154,0.85,52,45.3,8,6.17,78,0.1,848455,2.9,2.9,0.682,10.7,69.2
2005,223,4.22,49,2.1,9,3.91,89,0.1,86274237,1,9.7,0.642,11.6,67
2007,123,5.35,98,57.9,98,5.92,98,0.1,111836346,1.7,1.7,0.731,12.3,76
2007,12,8.65,94,49.9,88,8.17,98,0.1,482,2.7,2.9,0.722,12.5,74.4
2002,16,2.91,7,21.9,86,4.79,86,0.1,1284,5.5,4.9,0.6,9.7,72.7
2009,118,1.4,94,61.1,96,6.8,96,0.1,71339185,4.9,4.8,0.709,12.5,73.9
2008,155,10.98,96,61.5,96,6.61,95,0.1,7492561,2.1,2.1,0.761,13.8,72.9
2014,86,5.78,99,31.9,99,5.55,99,0.1,136427,3.7,3,0.723,13.1,75.8
2006,126,6.18,84,49.2,89,8.39,88,0.1,4136,2.7,2.9,0.714,12.6,73.9
2013,128,0.53,96,38.5,97,4.2,97,0.1,2976724,7.8,7.6,0.779,12.9,74.6
2000,292,6,99,43.9,96,4.16,97,0.1,14883626,2.7,2.7,0.676,12.1,63.9
2012,123,5.29,99,61.5,99,6.21,99,0.1,1282837,1.6,1.5,0.748,12.7,76.3
2002,99,4.17,94,47.3,94,8.23,94,0.1,46324,2.2,2.2,0.712,11.9,78.3
2010,15,4.28,88,54.2,88,6.76,88,0.1,4591897,2.2,2,0.695,12.8,73.6
2014,148,0.01,97,32.8,98,4.81,97,0.1,126934,7,6.9,0.769,14.7,74.2
2007,124,1.26,96,59.3,96,6.4,96,0.1,69597281,5,4.8,0.697,12.3,73.2
2005,127,0.92,83,47.6,83,4.11,8,0.1,18294611,6.5,6.3,0.624,11,73.5
2006,229,12.7,95,58.7,94,6.2,94,0.1,326999,3,3,0.807,16.4,76
2011,121,6.9,87,54.9,91,7.5,87,0.1,377782,2,1.9,0.758,12.9,77.3
2006,145,1.96,98,17.2,98,4.6,98,0.1,1952,15.4,15.5,0.718,13.1,73.8
2006,219,4.08,77,2.6,88,3.95,88,0.1,8789419,1,9.7,0.646,11.5,67.3
2006,271,2.91,98,43,98,4.68,99,0.1,255812,2.2,2.4,0.649,12.7,65
2000,84,8.48,89,57.4,89,7.6,89,0.1,18588,0.9,0.8,0.794,13.9,78.2
2006,123,0.97,83,48.5,83,3.78,8,0.1,18914977,6.4,6.3,0.636,11.4,73.7
2003,13,2.96,75,22.6,87,4.82,86,0.1,12884,5.3,4.7,0.61,9.9,73.1
2007,26,3.79,98,43.9,99,5.6,95,0.1,259167,2.2,2.4,0.661,13,65.9
2007,146,2.29,98,17.9,98,3.76,98,0.1,19668,15.4,15.5,0.725,13.2,73.7
2006,133,0.58,95,49.9,97,5.23,97,0.1,3869346,6.4,6.3,0.575,10,71
2008,159,11.9,97,55.6,95,5.33,96,0.1,2537875,3.1,3.5,0.78,14.7,73.1
2009,235,4.61,97,45.9,96,5.29,95,0.1,2668289,2.2,2.3,0.686,13.8,66.9
2013,22,0.01,95,76.7,91,1.15,95,0.1,18535,0.1,0.1,0.589,11.9,65.8
2007,216,4.19,87,21.1,87,3.94,87,0.1,8929349,1,9.7,0.648,11.4,67.5
2014,99,1.32,81,65.4,75,6.39,81,0.1,563279,4.8,4.9,0.763,13.3,74.8
2011,183,2.83,99,41.4,99,5.65,99,0.1,293394,3,3.1,0.664,12,68.5
2002,176,7,92,45.3,99,7.13,99,0.1,1815121,3.3,3.3,0.692,14.6,71.4
2002,276,5.99,95,44.8,95,3.61,95,0.1,14858948,2.6,2.6,0.7,12.7,64.7
2002,262,12.23,99,55.3,99,6.47,99,0.1,9865548,2.5,2.7,0.687,13.6,67.2
2007,227,0.14,56,53.8,74,3.69,57,0.1,2839433,5.4,5.1,0.636,10.2,65.9
2012,24,0.01,94,76.2,92,1.37,94,0.1,16613,0.1,0.1,0.581,11.9,65.7
2001,179,7.13,91,44.5,99,7.19,98,0.1,1777567,3.4,3.4,0.685,14.3,71
2013,14,12.06,95,64.5,95,7.93,95,0.1,7265115,1.9,1.9,0.781,14.4,74.1
2013,161,10.37,94,6.2,94,5.67,94,0.1,212647,2.2,2.2,0.814,15.4,74.1
2013,12,5.23,82,62.1,83,6.3,83,0.1,122535969,1.6,1.5,0.753,12.9,76.6
2007,93,4.2,89,52.4,89,8.37,89,0.1,4369469,1.9,1.9,0.734,12.8,78.9
2014,17,0.01,99,36.2,99,3.37,99,0.1,91359,5.7,6,0.766,13.2,73
2012,93,1.53,81,64.4,75,6.99,81,0.1,491644,4.8,4.8,0.763,13.3,75
2008,128,7.17,89,5.5,9,8.99,92,0.1,43,2.6,2.8,0.735,13.1,73.9
2005,123,6.35,96,58.3,96,11.15,96,0.1,3325612,1.6,1.6,0.753,15.5,75.7
2000,175,10.16,98,51.4,99,4.33,99,0.1,22442971,4,4.3,0.703,11.5,77
2014,138,12.03,95,65.1,88,8.44,88,0.1,7223938,1.9,1.9,0.787,14.8,74.3
2005,189,15.52,95,55.5,96,5.2,96,0.1,1354775,2.1,2.2,0.812,15.9,72.8
2003,166,6.64,86,41.3,86,5.99,86,0.1,56795,2.4,2.3,0.642,12.7,71.7
2008,217,4.21,88,21.6,91,4.5,91,0.1,9751864,1,9.7,0.655,11.5,67.5
2002,22,1.08,75,39.6,78,6.9,78,0.1,435262,1.4,1.4,0.446,7.3,66.5
2007,128,0.56,95,5.8,95,5.48,95,0.1,31225881,6.4,6.3,0.581,10,71.4
2012,13,7.71,92,53.6,93,8.57,92,0.1,3825,2.6,2.8,0.749,13.4,74.2
2003,66,10.62,88,54.3,98,6.83,98,0.1,993563,0.9,1,0.815,13,78.5
2009,219,4.42,85,22.1,86,4.41,87,0.1,9222879,1,9.7,0.661,11.7,68
2008,127,5.36,97,58.7,96,6.6,96,0.1,11366189,1.7,1.6,0.735,12.3,75.6
2003,121,5.11,91,57,91,6.52,91,0.1,3325637,1.7,1.6,0.747,15,75.4
2002,81,8.09,91,58.6,92,8.72,92,0.1,19222,0.8,0.8,0.811,14.6,79
2009,28,0.54,86,74.6,84,12.24,86,0.1,1568,0.1,0.1,0.576,11.9,65.2
2000,11,11.89,58,5.1,96,9.14,96,0.1,1289898,0.8,0.6,0.777,15.5,76.6
2008,21,0.46,83,74.1,74,12.23,82,0.1,9844,0.2,0.1,0.572,11.6,65.1
2014,122,5.26,84,62.8,87,6.3,87,0.1,1242216,1.6,1.5,0.754,13.1,76.6
2007,221,12.12,91,57.7,94,7.1,94,0.1,22325,2.4,2.4,0.814,16.2,78
2008,123,0.51,97,51.7,99,5.41,99,0.1,31596855,6.4,6.3,0.589,10.3,71.8
2005,99,2.92,84,24.1,87,4.66,87,0.1,13372,5,4.4,0.634,10.6,73.9
2007,14,1.02,62,45.9,81,5.1,79,0.1,85813,2.8,2.9,0.708,11.6,73
2012,174,0.01,99,34.8,98,4.8,98,0.1,8833,5.7,6.1,0.755,13.5,72.7
2010,89,7.93,92,6.6,92,6.97,92,0.1,16993354,0.8,0.9,0.815,15.2,79.1
2011,224,6.63,99,49.9,99,4.6,99,0.1,165566,2.3,2.5,0.766,14.4,68.5
2000,183,7.26,94,43.7,99,7.3,98,0.1,175287587,3.4,3.4,0.677,14.1,75
2013,97,0.45,99,56.5,99,5.94,99,0.1,33824769,6.4,6.2,0.634,12.1,73.9
2001,179,9.78,98,51.9,99,4.36,99,0.1,2213197,3.8,4.2,0.708,11.7,78
2013,128,5.91,96,54.4,94,7.25,93,0.1,3776,2.7,2.8,0.755,13.5,74.5
2008,225,4.26,96,44.9,95,5.58,96,0.1,2628131,2.2,2.3,0.673,13.4,67.4
2009,91,7.67,94,59.9,94,7.39,94,0.1,16829442,0.8,0.9,0.816,15.3,79.3
2014,17,1.45,96,65.3,96,5.41,96,0.1,773628,4.9,4.7,0.759,14.5,75.5
2010,11,0.56,98,53.6,99,5.86,99,0.1,3249639,6.3,6.2,0.603,10.7,72.8
2011,144,4.37,85,55,85,6.64,85,0.1,4646646,2.2,2,0.7,13,74.2
2009,148,0.2,75,55.2,78,4.65,78,0.1,29894652,5.4,5.1,0.643,10.3,74
2004,17,6.85,96,46.9,99,7.7,99,0.1,184738458,3.2,3.2,0.695,14,72
2010,121,8.15,94,59.8,95,6.55,94,0.1,41223889,1,0.9,0.802,16.8,75.5
2013,19,1.41,97,64.5,98,5.38,98,0.1,75787333,4.9,4.7,0.754,14.4,75.2
2009,116,0.62,98,52.7,99,5.67,99,0.1,31989897,6.4,6.2,0.596,10.5,72.3
2007,211,0.68,96,73.4,93,13.66,94,0.1,96311,0.2,0.1,0.574,11.8,65
2011,218,4.96,87,23.1,87,4.29,87,0.1,9527794,1,9.7,0.669,11.5,68
2010,138,2.31,99,19.8,99,3.43,99,0.1,2119,15.3,15.3,0.739,13.5,74.5
2008,167,0.17,66,54.5,71,3.93,69,0.1,29111417,5.4,5.1,0.638,10.3,69.3
2010,132,7.24,95,52,88,1.5,92,0.1,3926,2.6,2.8,0.738,13.3,73.8
2004,29,1.18,81,41.3,89,5.64,9,0.1,458324,1.3,1.3,0.459,8.1,67.1
2008,139,3.76,93,49.3,94,5.66,96,0.1,14447562,1.3,1.2,0.698,13,74.6
2010,218,4.85,77,22.6,78,4.37,79,0.1,93726624,1,9.7,0.662,11.4,67.9
2014,96,0.43,99,57.5,99,5.91,99,0.1,3431882,6.4,6.2,0.64,12.1,74.1
2011,127,8.14,89,52.8,88,9.38,94,0.1,3875,2.6,2.8,0.742,13.3,73.9
2001,175,3.43,89,66.5,83,5.16,85,0.1,175566,0.2,0.2,0.645,12,75
2000,76,2.53,98,58.3,93,7.13,93,0.1,6289,1.1,1.1,0.845,15.2,78.9
2009,137,3.96,93,5.7,94,4.55,93,0.1,2888584,2,2.1,0.725,11.9,73.3
2012,12,6.95,85,55.6,87,7.25,85,0.1,3772938,1.9,1.9,0.765,12.8,77.2
2002,22,1.85,99,52.2,94,3.48,93,0.1,815691,4.2,3.9,0.687,13.3,67.9
2008,141,1.18,68,46.6,85,4.37,81,0.1,87634,2.8,2.9,0.719,11.6,73
2010,16,12.1,97,6.6,97,8.25,97,0.1,4417781,1.6,1.6,0.803,14.2,76.6
2014,53,0.01,96,59.8,99,7.37,99,0.1,115239,0.9,1,0.85,14,83
2002,174,3.3,86,67.4,85,5.1,86,0.1,176582,0.2,0.2,0.653,12.1,76
2007,9,7.39,92,58.7,95,6.35,96,0.1,16491687,0.9,0.9,0.797,14.8,78.9
2001,144,0.53,95,27,95,3.4,96,0.1,2369897,9.7,9.4,0.725,11.9,72.7
2011,86,7.26,94,61.2,93,7,94,0.1,17153357,0.8,0.8,0.82,15.4,79.8
2013,54,9.04,96,59.2,99,7.46,99,0.1,1143896,0.9,1,0.85,13.8,81
2012,217,5.02,88,23.7,88,4.46,88,0.1,96866642,1,9.7,0.666,11.6,68.1
2002,14,0.49,95,27.9,94,3.4,94,0.1,24198811,9.5,9.3,0.723,12,72.9
2004,14,0.45,81,47.9,86,3.54,86,0.1,3283196,6.2,6.1,0.673,11.7,72.3
2010,13,10.59,98,58.4,96,6.88,99,0.1,3842794,2.1,2.2,0.822,15.1,76.3
2014,125,6.13,91,55.3,91,7.42,91,0.1,3727,2.7,2.8,0.759,13.5,74.5
2004,17,4.54,99,48.9,98,6.38,97,0.1,326939,1.8,1.9,0.681,10.9,73
2010,132,4.23,94,51.2,96,4.56,94,0.1,2877311,2,2.1,0.72,12.3,73.5
2008,167,16.99,94,56.7,95,6.6,95,0.1,13379,2,2.1,0.835,16.1,74.2
2000,133,0.49,93,54,94,9.65,91,0.1,51313,4,4,0.7,12.6,71.7
2002,83,12.26,82,58.8,98,7.25,98,0.1,41431558,0.6,0.5,0.828,15.7,79.5
2003,127,0.54,97,56.3,97,9.15,97,0.1,5396774,3.9,3.9,0.717,13.2,72.3
2011,186,0.99,99,47.2,99,5.8,99,0.1,539614,1.2,1.2,0.497,9.4,68.5
2012,125,10.81,97,59.7,95,6.62,99,0.1,3863164,2,2.1,0.834,15.3,76.8
2009,6,10.8,96,57.3,99,7.4,99,0.1,19876,0.9,1,0.849,14.1,79.3
2012,214,6.82,95,5.6,98,4.32,99,0.1,16791425,2.4,2.5,0.774,14.7,69.1
2008,62,12.01,93,56.8,97,6.89,97,0.1,181563,0.9,1,0.844,13.7,79.1
2006,2,0.99,99,43,99,6.66,99,0.1,481422,1.3,1.3,0.47,8.4,67.6
2013,227,0.01,98,5.4,98,4.21,98,0.1,286917,2.2,2.3,0.72,14.7,68.1
2008,88,7.31,95,59.3,95,6.87,95,0.1,16661942,0.9,0.9,0.804,15.2,79.6
2014,12,10.71,96,61.1,94,6.35,98,0.1,3811735,1.9,2.1,0.85,16.4,77.3
2006,188,16.58,95,55.9,95,5.1,95,0.1,134681,2.1,2.2,0.822,16.1,73
2009,192,1.21,92,45.5,98,7.92,92,0.1,51679,1.2,1.2,0.494,9.3,68.1
2006,141,4.01,78,49.2,87,4.58,87,0.1,29585,2,2.1,0.692,11.2,72.9
2010,13,1.98,8,48,85,5.33,81,0.1,954332,2.8,2.9,0.737,11.7,71.1
2012,184,0.01,99,48.1,99,5.48,99,0.1,551531,1.2,1.2,0.505,9.4,68.7
2001,131,0.55,97,54.8,97,9.9,99,0.1,5193482,4,3.9,0.706,12.7,71.9
2011,128,10.93,98,59.1,96,6.7,99,0.1,3863255,2,2.2,0.829,15.4,76.7
2005,71,2.41,96,6.6,95,7.44,93,0.1,6931,1.1,1.1,0.866,15.8,80
2008,199,11.84,93,58.1,94,6.63,94,0.1,2177322,2.3,2.4,0.819,16.3,71.9
2003,22,1.76,99,53.2,95,3.35,94,0.1,816628,4.2,3.9,0.689,13.3,68
2012,231,0.01,99,49.2,99,4.22,99,0.1,2814226,2.2,2.3,0.712,14.7,67.8
2001,14,1.49,77,54.3,88,5.16,88,0.1,64191474,5.2,5.1,0.653,11.1,78
2001,11,1.19,94,48.9,98,5.29,98,0.1,978571,6.5,6.4,0.654,13.1,73.2
2011,235,0.01,99,48,99,4.45,99,0.1,2761516,2.2,2.3,0.701,14.6,67.3
2002,129,0.54,95,55.5,95,9.68,95,0.1,5287488,3.9,3.9,0.712,13,72.1
2011,128,4.09,95,51.9,96,3.71,95,0.1,2875581,2,2.1,0.729,12.7,73.9
2013,127,0.01,93,59,94,6.48,94,0.1,1317997,1.9,1.9,0.856,16.5,76.9
2002,19,1.17,93,49.7,96,5.32,96,0.1,9864326,6.5,6.4,0.662,13.3,73.5
2002,199,4.99,97,42,93,4.38,89,0.1,26226,3.7,3.6,0.678,11.9,68.5
2011,125,1.98,84,48.8,91,5.1,87,0.1,917382,2.8,2.9,0.741,11.7,71.6
2003,138,0.48,95,28.8,96,3.95,96,0.1,2468873,9.3,9.1,0.724,12.1,73.1
2000,112,1.21,94,48.1,97,5.4,97,0.1,9699197,6.6,6.5,0.646,12.8,72.9
2007,82,11.75,87,57.9,96,6.8,99,0.1,479993,0.9,0.9,0.877,13.5,79.7
2006,132,0.36,8,49.8,95,3.36,95,0.1,33777915,6.1,6,0.686,12.3,73.4
